position	post_id	post_by	post_text	post_published	comment_id	comment_by	is_reply	comment_message	comment_published	comment_like_count
0_11	212370502141521_1512253542153204	eec7e350b592067b59913c61be36f88fc5af5a39	Por si  a alguno le sobran fotos   ya sabéis . Yo me bajo al bar de al lado de mi casa para ver si les sobra cerveza  que yo si se q hacer con ella 😂😂😂	2016-10-14T17:29:56+0000	1512307085481183	a0dd39c299f5ccfa5299daaf10acde869723543b	0	Cuanta cara dura como el cemento armado.  A mi me sobran meses de hipoteca, seguro k ponen pegas.	2016-10-14T18:44:46+0000	0
0_12	212370502141521_1512253542153204	eec7e350b592067b59913c61be36f88fc5af5a39	Por si  a alguno le sobran fotos   ya sabéis . Yo me bajo al bar de al lado de mi casa para ver si les sobra cerveza  que yo si se q hacer con ella 😂😂😂	2016-10-14T17:29:56+0000	1512322735479618	2de059b13724dcfe4a7ebd31a8d097195072ae48	0	Yo desde luego...cada dia me rio mas con estas ..jajaj	2016-10-14T19:04:32+0000	0
0_13	212370502141521_1512253542153204	eec7e350b592067b59913c61be36f88fc5af5a39	Por si  a alguno le sobran fotos   ya sabéis . Yo me bajo al bar de al lado de mi casa para ver si les sobra cerveza  que yo si se q hacer con ella 😂😂😂	2016-10-14T17:29:56+0000	1512324972146061	3f2bf3898a5047ab0a6ba41060dbf663167ddffe	0	Lo dirigen a profesionales o lo dirigen a gente que puede hacer fotos con un móvil?	2016-10-14T19:08:34+0000	0
0_14	212370502141521_1512253542153204	eec7e350b592067b59913c61be36f88fc5af5a39	Por si  a alguno le sobran fotos   ya sabéis . Yo me bajo al bar de al lado de mi casa para ver si les sobra cerveza  que yo si se q hacer con ella 😂😂😂	2016-10-14T17:29:56+0000	1512325708812654	2de059b13724dcfe4a7ebd31a8d097195072ae48	0	Por cierto..han borrado el post de diego???	2016-10-14T19:10:05+0000	0
0_15	212370502141521_1512253542153204	eec7e350b592067b59913c61be36f88fc5af5a39	Por si  a alguno le sobran fotos   ya sabéis . Yo me bajo al bar de al lado de mi casa para ver si les sobra cerveza  que yo si se q hacer con ella 😂😂😂	2016-10-14T17:29:56+0000	1512325752145983	2de059b13724dcfe4a7ebd31a8d097195072ae48	0	No esta!!	2016-10-14T19:10:10+0000	0
0_16	212370502141521_1512253542153204	eec7e350b592067b59913c61be36f88fc5af5a39	Por si  a alguno le sobran fotos   ya sabéis . Yo me bajo al bar de al lado de mi casa para ver si les sobra cerveza  que yo si se q hacer con ella 😂😂😂	2016-10-14T17:29:56+0000	1512327798812445	2de059b13724dcfe4a7ebd31a8d097195072ae48	0	O "usuarios de camaras reflex" como dice un gran conocido mio..😅😅😅	2016-10-14T19:13:20+0000	0
0_17	212370502141521_1512253542153204	eec7e350b592067b59913c61be36f88fc5af5a39	Por si  a alguno le sobran fotos   ya sabéis . Yo me bajo al bar de al lado de mi casa para ver si les sobra cerveza  que yo si se q hacer con ella 😂😂😂	2016-10-14T17:29:56+0000	1512329362145622	2de059b13724dcfe4a7ebd31a8d097195072ae48	1	Exacto!!!	2016-10-14T19:15:40+0000	1
0_18	212370502141521_1512253542153204	eec7e350b592067b59913c61be36f88fc5af5a39	Por si  a alguno le sobran fotos   ya sabéis . Yo me bajo al bar de al lado de mi casa para ver si les sobra cerveza  que yo si se q hacer con ella 😂😂😂	2016-10-14T17:29:56+0000	1512329035478988	3f2bf3898a5047ab0a6ba41060dbf663167ddffe	0	Yo tengo dos camaras reflex y un monton de objetivos y no soy profesional -ni lo pretendo-. Estaremos de acuerdo en que tener una reflex no te hace profesional.	2016-10-14T19:15:08+0000	1
0_19	212370502141521_1512253542153204	eec7e350b592067b59913c61be36f88fc5af5a39	Por si  a alguno le sobran fotos   ya sabéis . Yo me bajo al bar de al lado de mi casa para ver si les sobra cerveza  que yo si se q hacer con ella 😂😂😂	2016-10-14T17:29:56+0000	1512355508809674	2de059b13724dcfe4a7ebd31a8d097195072ae48	1	Si..demasiado...no se borran las criticas...	2016-10-14T20:00:58+0000	0
0_20	212370502141521_1512253542153204	eec7e350b592067b59913c61be36f88fc5af5a39	Por si  a alguno le sobran fotos   ya sabéis . Yo me bajo al bar de al lado de mi casa para ver si les sobra cerveza  que yo si se q hacer con ella 😂😂😂	2016-10-14T17:29:56+0000	1512361745475717	d4a9e74cc443bef6fe31f7c43c03c9c5cba95d06	1	No quiero darle más importancia de la que tiene y con una respuesta sencilla tipo: Estimado Diego efectivamente la federación madrileña no cuenta con tantos medios económicos, por lo que pedimos a los aficionados que nos faciliten material para poder compartirlo. Y quedan como dios!!	2016-10-14T20:09:07+0000	2
0_21	212370502141521_1512253542153204	eec7e350b592067b59913c61be36f88fc5af5a39	Por si  a alguno le sobran fotos   ya sabéis . Yo me bajo al bar de al lado de mi casa para ver si les sobra cerveza  que yo si se q hacer con ella 😂😂😂	2016-10-14T17:29:56+0000	1512362785475613	2de059b13724dcfe4a7ebd31a8d097195072ae48	1	En fin..esto es españistan..	2016-10-14T20:10:45+0000	1
0_22	212370502141521_1512253542153204	eec7e350b592067b59913c61be36f88fc5af5a39	Por si  a alguno le sobran fotos   ya sabéis . Yo me bajo al bar de al lado de mi casa para ver si les sobra cerveza  que yo si se q hacer con ella 😂😂😂	2016-10-14T17:29:56+0000	1513087175403174	5858d2eb031c02295923084b70fdd96f5d8629ab	1	No tienen medios, pero si hay dietas , sueldos , hoteles y más mamonadas, la culpa es de quien le lame el culo... queréis una fotografía... es fácil pagadla, veréis qué cantidad de buenas fotos tendreis	2016-10-15T13:10:43+0000	0
0_23	212370502141521_1512253542153204	eec7e350b592067b59913c61be36f88fc5af5a39	Por si  a alguno le sobran fotos   ya sabéis . Yo me bajo al bar de al lado de mi casa para ver si les sobra cerveza  que yo si se q hacer con ella 😂😂😂	2016-10-14T17:29:56+0000	1512355125476379	d4a9e74cc443bef6fe31f7c43c03c9c5cba95d06	0	Por lo visto mi idea de invertir en profesionales no ha sido del agrado del CM de la federación y eso que se lo he sugerido muy educadamente. No deben  tener mucho conocimiento de redes sociales. Nunca se borra un post. Se asimila y se responde educadamente, es el abc de los CM. Su acción ahora nos genera malestar.	2016-10-14T20:00:09+0000	0
0_24	212370502141521_1512253542153204	eec7e350b592067b59913c61be36f88fc5af5a39	Por si  a alguno le sobran fotos   ya sabéis . Yo me bajo al bar de al lado de mi casa para ver si les sobra cerveza  que yo si se q hacer con ella 😂😂😂	2016-10-14T17:29:56+0000	1512676228777602	c7ad14f0dbceab00e143f87882a97d3f44c44361	0	Cada día está más claro que solo escarmientan cuando ven un buen puñado de comentarios negativos en sus redes especialmente Facebook insta y twitter	2016-10-15T03:30:02+0000	0
0_25	212370502141521_1512253542153204	eec7e350b592067b59913c61be36f88fc5af5a39	Por si  a alguno le sobran fotos   ya sabéis . Yo me bajo al bar de al lado de mi casa para ver si les sobra cerveza  que yo si se q hacer con ella 😂😂😂	2016-10-14T17:29:56+0000	1512872698757955	12fb2aad4561294128a6cf7d5e923985a73b86b9	1	Pero muchoooooss..... y luego hay algunos, que dan charlas en buenas escuelas de fotografía, que tienen los hue... de decirte que no regalen... que ahora a el le viene mal...	2016-10-15T08:15:10+0000	1
0_26	212370502141521_1512253542153204	eec7e350b592067b59913c61be36f88fc5af5a39	Por si  a alguno le sobran fotos   ya sabéis . Yo me bajo al bar de al lado de mi casa para ver si les sobra cerveza  que yo si se q hacer con ella 😂😂😂	2016-10-14T17:29:56+0000	1513085572070001	5858d2eb031c02295923084b70fdd96f5d8629ab	1	Cuanta razón en estos dos comentarios !!!	2016-10-15T13:07:49+0000	0
0_27	212370502141521_1512253542153204	eec7e350b592067b59913c61be36f88fc5af5a39	Por si  a alguno le sobran fotos   ya sabéis . Yo me bajo al bar de al lado de mi casa para ver si les sobra cerveza  que yo si se q hacer con ella 😂😂😂	2016-10-14T17:29:56+0000	1513086138736611	5858d2eb031c02295923084b70fdd96f5d8629ab	1	Y así está la profesión tirada por los suelos..... y los bobos regalando fotos, me preguntó con que pagan en la caja del supermercado....	2016-10-15T13:08:39+0000	0
0_28	212370502141521_1512253542153204	eec7e350b592067b59913c61be36f88fc5af5a39	Por si  a alguno le sobran fotos   ya sabéis . Yo me bajo al bar de al lado de mi casa para ver si les sobra cerveza  que yo si se q hacer con ella 😂😂😂	2016-10-14T17:29:56+0000	1512848835427008	2931df981159fb14dde5ca07b99b238ba2f68886	0	Lo de pedir fotografías y fotógrafos lo hacen bastante federaciones. Y es por qué muchos se lo hacen gratis y de ahí viene el problema. Yo sé de algunos que siendo profesionales  han cubierto los eventos regalando el trabajo y claro ahora todo les parece caro. No se dedicaban al deporte pero para probar, pues eso. Yo sé de alguno que hasta cerro luego su estudio por falta de trabajo.  Siempre falta dinero para buenas fotografías, pero para comilonas y buenos hoteles no	2016-10-15T07:37:04+0000	3
0_29	212370502141521_1512253542153204	eec7e350b592067b59913c61be36f88fc5af5a39	Por si  a alguno le sobran fotos   ya sabéis . Yo me bajo al bar de al lado de mi casa para ver si les sobra cerveza  que yo si se q hacer con ella 😂😂😂	2016-10-14T17:29:56+0000	1512869722091586	23ac6f965577ec65141acfb5f58191258bba3f96	0	Buenos días,  Vavel funciona así directamente. Te gestiona los pases a los eventos pero no paga un euro ni a los fotógrafos ni a los articulistas.	2016-10-15T08:08:07+0000	0
0_30	212370502141521_1512253542153204	eec7e350b592067b59913c61be36f88fc5af5a39	Por si  a alguno le sobran fotos   ya sabéis . Yo me bajo al bar de al lado de mi casa para ver si les sobra cerveza  que yo si se q hacer con ella 😂😂😂	2016-10-14T17:29:56+0000	1512992342079324	d4a9e74cc443bef6fe31f7c43c03c9c5cba95d06	1	Jajajaja muy buena Miguel Ortiz lo voy a poner en Instagram a ver si cuela ;)	2016-10-15T11:08:16+0000	1
0_31	212370502141521_1512253542153204	eec7e350b592067b59913c61be36f88fc5af5a39	Por si  a alguno le sobran fotos   ya sabéis . Yo me bajo al bar de al lado de mi casa para ver si les sobra cerveza  que yo si se q hacer con ella 😂😂😂	2016-10-14T17:29:56+0000	1512993198745905	a37fd83bc6776c179912f134d6b8e9666016dead	1	Y de lo que saquemos a comisión, vale?	2016-10-15T11:09:07+0000	1
0_32	212370502141521_1512253542153204	eec7e350b592067b59913c61be36f88fc5af5a39	Por si  a alguno le sobran fotos   ya sabéis . Yo me bajo al bar de al lado de mi casa para ver si les sobra cerveza  que yo si se q hacer con ella 😂😂😂	2016-10-14T17:29:56+0000	1512991875412704	a37fd83bc6776c179912f134d6b8e9666016dead	0	¿Tienes montones de fajos de billetes y no sabes qué hacer con ellos? No te preocupes, que solo te iré pidiendo alguno a cambio de mis fotos.	2016-10-15T11:07:17+0000	5
0_33	212370502141521_1512253542153204	eec7e350b592067b59913c61be36f88fc5af5a39	Por si  a alguno le sobran fotos   ya sabéis . Yo me bajo al bar de al lado de mi casa para ver si les sobra cerveza  que yo si se q hacer con ella 😂😂😂	2016-10-14T17:29:56+0000	1512998845412007	2fc4aafaee34d6c10469df33fc8ff4e7316a107b	0	ole tus buevos #federacionderugbydemadrid	2016-10-15T11:20:35+0000	0
0_34	212370502141521_1512253542153204	eec7e350b592067b59913c61be36f88fc5af5a39	Por si  a alguno le sobran fotos   ya sabéis . Yo me bajo al bar de al lado de mi casa para ver si les sobra cerveza  que yo si se q hacer con ella 😂😂😂	2016-10-14T17:29:56+0000	1513081692070389	5858d2eb031c02295923084b70fdd96f5d8629ab	0	Y habrá bobos que se las manden ..... y luego suspiran con vivir de la fotografía	2016-10-15T13:01:06+0000	0
0_35	212370502141521_1512253542153204	eec7e350b592067b59913c61be36f88fc5af5a39	Por si  a alguno le sobran fotos   ya sabéis . Yo me bajo al bar de al lado de mi casa para ver si les sobra cerveza  que yo si se q hacer con ella 😂😂😂	2016-10-14T17:29:56+0000	1513090808736144	5858d2eb031c02295923084b70fdd96f5d8629ab	0	Yo tb he puesto un post en su instagram...	2016-10-15T13:17:15+0000	1
1_0	212370502141521_1510200605691831	eec7e350b592067b59913c61be36f88fc5af5a39	Buenas tardes. Ojalá alguien pueda darme algo de luz a esta duda:  ¿Puede venderse una fotografía realizada dentro de un museo (pedí permiso en su momento al propio centro) en la cual sale una obra de un artista que estaba exponiendo? Una agencia americana quiere representarme y una de las imágenes que me gustaría incluir en su portfolio de venta es precisamente ésta en la que aparece una escultura. GRACIAS de antemano.	2016-10-12T17:55:10+0000	1510209122357646	e648de2f0f5f25d0a04056f4af664ccbce909f01	1	__ ¿Sin ser socio pueden hacérseles consultas? Gracias, Ignacio ^_^	2016-10-12T18:07:50+0000	1
1_1	212370502141521_1510200605691831	eec7e350b592067b59913c61be36f88fc5af5a39	Buenas tardes. Ojalá alguien pueda darme algo de luz a esta duda:  ¿Puede venderse una fotografía realizada dentro de un museo (pedí permiso en su momento al propio centro) en la cual sale una obra de un artista que estaba exponiendo? Una agencia americana quiere representarme y una de las imágenes que me gustaría incluir en su portfolio de venta es precisamente ésta en la que aparece una escultura. GRACIAS de antemano.	2016-10-12T17:55:10+0000	1510222932356265	a3dfcf132664d7c4201334c34b97e95c8a044ab2	1	Yo creo que sí, porque en este caso en tus fotos salen obras que pueden ser de alguno de sus socios o de otras entidades que tengan acuerdos con VEGAP en el caso de ser extranjeros, por lo que tu les consultas sobre la obra que has fotografiado y si puedes usar esa foto.	2016-10-12T18:35:36+0000	0
1_2	212370502141521_1510200605691831	eec7e350b592067b59913c61be36f88fc5af5a39	Buenas tardes. Ojalá alguien pueda darme algo de luz a esta duda:  ¿Puede venderse una fotografía realizada dentro de un museo (pedí permiso en su momento al propio centro) en la cual sale una obra de un artista que estaba exponiendo? Una agencia americana quiere representarme y una de las imágenes que me gustaría incluir en su portfolio de venta es precisamente ésta en la que aparece una escultura. GRACIAS de antemano.	2016-10-12T17:55:10+0000	1510223355689556	e648de2f0f5f25d0a04056f4af664ccbce909f01	1	__ Great. GRACIAS.	2016-10-12T18:36:36+0000	1
1_3	212370502141521_1510200605691831	eec7e350b592067b59913c61be36f88fc5af5a39	Buenas tardes. Ojalá alguien pueda darme algo de luz a esta duda:  ¿Puede venderse una fotografía realizada dentro de un museo (pedí permiso en su momento al propio centro) en la cual sale una obra de un artista que estaba exponiendo? Una agencia americana quiere representarme y una de las imágenes que me gustaría incluir en su portfolio de venta es precisamente ésta en la que aparece una escultura. GRACIAS de antemano.	2016-10-12T17:55:10+0000	1510207409024484	a3dfcf132664d7c4201334c34b97e95c8a044ab2	0	Podrías consultar a VEGAP, bss	2016-10-12T18:05:15+0000	0
1_4	212370502141521_1510200605691831	eec7e350b592067b59913c61be36f88fc5af5a39	Buenas tardes. Ojalá alguien pueda darme algo de luz a esta duda:  ¿Puede venderse una fotografía realizada dentro de un museo (pedí permiso en su momento al propio centro) en la cual sale una obra de un artista que estaba exponiendo? Una agencia americana quiere representarme y una de las imágenes que me gustaría incluir en su portfolio de venta es precisamente ésta en la que aparece una escultura. GRACIAS de antemano.	2016-10-12T17:55:10+0000	1510229962355562	e648de2f0f5f25d0a04056f4af664ccbce909f01	0	___ Claro, claro... por eso estoy preguntando, porque quiero consultarlo y asegurarme. Seguiré investigando, sin descartar contactar con el escultor y de nuevo con el museo, que hace varios años ya de la foto. Thanks	2016-10-12T18:46:02+0000	0
1_5	212370502141521_1510200605691831	eec7e350b592067b59913c61be36f88fc5af5a39	Buenas tardes. Ojalá alguien pueda darme algo de luz a esta duda:  ¿Puede venderse una fotografía realizada dentro de un museo (pedí permiso en su momento al propio centro) en la cual sale una obra de un artista que estaba exponiendo? Una agencia americana quiere representarme y una de las imágenes que me gustaría incluir en su portfolio de venta es precisamente ésta en la que aparece una escultura. GRACIAS de antemano.	2016-10-12T17:55:10+0000	1510232035688688	e648de2f0f5f25d0a04056f4af664ccbce909f01	1	___ Ya, eso es una cosa, pero habiendo explotación de por medio no sé si es suficiente con la autoría :S ¡Soy un mar de dudas! :))	2016-10-12T18:50:10+0000	0
1_6	212370502141521_1510200605691831	eec7e350b592067b59913c61be36f88fc5af5a39	Buenas tardes. Ojalá alguien pueda darme algo de luz a esta duda:  ¿Puede venderse una fotografía realizada dentro de un museo (pedí permiso en su momento al propio centro) en la cual sale una obra de un artista que estaba exponiendo? Una agencia americana quiere representarme y una de las imágenes que me gustaría incluir en su portfolio de venta es precisamente ésta en la que aparece una escultura. GRACIAS de antemano.	2016-10-12T17:55:10+0000	1510232182355340	8c96353107781dd1c3f282de8a1e273396c99bce	1	Pues a ver si VEGAP te disipa ese mar de dudas ;-)	2016-10-12T18:50:34+0000	1
1_7	212370502141521_1510200605691831	eec7e350b592067b59913c61be36f88fc5af5a39	Buenas tardes. Ojalá alguien pueda darme algo de luz a esta duda:  ¿Puede venderse una fotografía realizada dentro de un museo (pedí permiso en su momento al propio centro) en la cual sale una obra de un artista que estaba exponiendo? Una agencia americana quiere representarme y una de las imágenes que me gustaría incluir en su portfolio de venta es precisamente ésta en la que aparece una escultura. GRACIAS de antemano.	2016-10-12T17:55:10+0000	1510232239022001	8c96353107781dd1c3f282de8a1e273396c99bce	1	(y nos cuentas, claro)	2016-10-12T18:50:42+0000	2
1_8	212370502141521_1510200605691831	eec7e350b592067b59913c61be36f88fc5af5a39	Buenas tardes. Ojalá alguien pueda darme algo de luz a esta duda:  ¿Puede venderse una fotografía realizada dentro de un museo (pedí permiso en su momento al propio centro) en la cual sale una obra de un artista que estaba exponiendo? Una agencia americana quiere representarme y una de las imágenes que me gustaría incluir en su portfolio de venta es precisamente ésta en la que aparece una escultura. GRACIAS de antemano.	2016-10-12T17:55:10+0000	1510231315688760	8c96353107781dd1c3f282de8a1e273396c99bce	0	Otra posibilidad es sortear el problema añadiendo el nombre del escultor. No estás "robando" la escultura.	2016-10-12T18:48:46+0000	0
1_9	212370502141521_1510200605691831	eec7e350b592067b59913c61be36f88fc5af5a39	Buenas tardes. Ojalá alguien pueda darme algo de luz a esta duda:  ¿Puede venderse una fotografía realizada dentro de un museo (pedí permiso en su momento al propio centro) en la cual sale una obra de un artista que estaba exponiendo? Una agencia americana quiere representarme y una de las imágenes que me gustaría incluir en su portfolio de venta es precisamente ésta en la que aparece una escultura. GRACIAS de antemano.	2016-10-12T17:55:10+0000	1510232895688602	e648de2f0f5f25d0a04056f4af664ccbce909f01	1	__ ¿Sería de explotación y comercialización en este caso, no? :S	2016-10-12T18:52:03+0000	0
1_10	212370502141521_1510200605691831	eec7e350b592067b59913c61be36f88fc5af5a39	Buenas tardes. Ojalá alguien pueda darme algo de luz a esta duda:  ¿Puede venderse una fotografía realizada dentro de un museo (pedí permiso en su momento al propio centro) en la cual sale una obra de un artista que estaba exponiendo? Una agencia americana quiere representarme y una de las imágenes que me gustaría incluir en su portfolio de venta es precisamente ésta en la que aparece una escultura. GRACIAS de antemano.	2016-10-12T17:55:10+0000	1510232225688669	b189cfe248f00341c7717403ad5972bfb6d3cd8c	0	Tienen que haberle cedido el derecho de reproducción de la obra. Si no, puede meterse en un lio gordo.	2016-10-12T18:50:39+0000	0
1_11	212370502141521_1510200605691831	eec7e350b592067b59913c61be36f88fc5af5a39	Buenas tardes. Ojalá alguien pueda darme algo de luz a esta duda:  ¿Puede venderse una fotografía realizada dentro de un museo (pedí permiso en su momento al propio centro) en la cual sale una obra de un artista que estaba exponiendo? Una agencia americana quiere representarme y una de las imágenes que me gustaría incluir en su portfolio de venta es precisamente ésta en la que aparece una escultura. GRACIAS de antemano.	2016-10-12T17:55:10+0000	1510259832352575	639915c40acb119d6bdd904206a5e2ddb41f3d0a	0	Si en vez de esa bola (no me atrevo a llamarle "obra de arte") hubieras fotografiado otra fotografía ¿tendrias dudas? Y si la autora de la foto reproducida fueras tú y quien la reproduce fuera otra persona ¿qué opinión tendrías?. No se si me explico ;)	2016-10-12T19:31:26+0000	2
1_12	212370502141521_1510200605691831	eec7e350b592067b59913c61be36f88fc5af5a39	Buenas tardes. Ojalá alguien pueda darme algo de luz a esta duda:  ¿Puede venderse una fotografía realizada dentro de un museo (pedí permiso en su momento al propio centro) en la cual sale una obra de un artista que estaba exponiendo? Una agencia americana quiere representarme y una de las imágenes que me gustaría incluir en su portfolio de venta es precisamente ésta en la que aparece una escultura. GRACIAS de antemano.	2016-10-12T17:55:10+0000	1510264522352106	5fb21251d3792bb2148262c262a5fb86e8df32e9	0	necesitas derechos firmados de autor de la obra y responsable del lugar, si la agencia que dices es por casualidad getty te facilitan ellos las plantillas, y sin esos contratos no van a vender la foto, igual que otras agencias espero tampoco dejen hacerlo.	2016-10-12T19:38:35+0000	0
1_13	212370502141521_1510200605691831	eec7e350b592067b59913c61be36f88fc5af5a39	Buenas tardes. Ojalá alguien pueda darme algo de luz a esta duda:  ¿Puede venderse una fotografía realizada dentro de un museo (pedí permiso en su momento al propio centro) en la cual sale una obra de un artista que estaba exponiendo? Una agencia americana quiere representarme y una de las imágenes que me gustaría incluir en su portfolio de venta es precisamente ésta en la que aparece una escultura. GRACIAS de antemano.	2016-10-12T17:55:10+0000	1510272079018017	3f13b4638aa2dffcc94e896b5508494d62efb4f8	1	Una cosa es que te dejen hacer fotos y otra comercializarlas, se dan casos incluso que el propietario de una obra no tiene los derechos de imagen	2016-10-12T19:52:27+0000	2
1_14	212370502141521_1510200605691831	eec7e350b592067b59913c61be36f88fc5af5a39	Buenas tardes. Ojalá alguien pueda darme algo de luz a esta duda:  ¿Puede venderse una fotografía realizada dentro de un museo (pedí permiso en su momento al propio centro) en la cual sale una obra de un artista que estaba exponiendo? Una agencia americana quiere representarme y una de las imágenes que me gustaría incluir en su portfolio de venta es precisamente ésta en la que aparece una escultura. GRACIAS de antemano.	2016-10-12T17:55:10+0000	1510265989018626	a0dd39c299f5ccfa5299daaf10acde869723543b	0	Lo mismo es más sencillo. Y lo mismo me equivoco.  Dentro del museo, se pueden hacer fotos? Tienen limitaciones, si nos dejan fotografiar?	2016-10-12T19:41:21+0000	0
